URL                                                                                                                 , Product Title                                                                            , Product Description                                                                                                                                                                                                                                                                                                                                                                                                                                     , Food Form, Flavor, Size, Recommended For                                                                                                                                                                   , Ingredients                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , Feeding Tips                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , Key Features                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , Caloric Content                                                                                                                                                           , Protein, Fat   , Carbohydrate / NFE, Crude Fiber, Calcium, Phosphorus, Potassium, Sodium, Magnesium, Vitamin C, Vitamin E , Total Omega-3 FA, Total Omega-6 FA, Ash  , Vitamin A  , Vitamin D , Beta-Carotene, EPA    , Carnitine, DHA    , Glucosamine, Chondroitin Sulfate, Total Dietary Fiber, Lysine, Taurine, Linoleic Acid, {{consumer_nutrientTable_name_label}}     , Chloride, BCAA Total, Glutamine + Glutamate, Iron   , Copper , Zinc   , Vitamin K, Alpha-Linolenic Acid (ALA)
https://www.hillspet.com/dog-food/sd-canine-adult-sensitive-stomach-and-skin-pollock-meal-insect-dry                , Adult Sensitive Stomach & Skin Pollock Meal & Insect Recipe Dog Food                     , Hill's Science Diet Sensitive Stomach & Skin dry dog food is gentle on stomachs while nourishing skin & promoting a lustrous coat.                                                                                                                                                                                                                                                                                                                      , N/A      , N/A   , N/A , Adult dogs                                                                                                                                                                        , "Pollock Meal, Cracked Pearled Barley, Dried Black Soldier Fly Larvae, Whole Grain Corn, Whole Grain Sorghum, Corn Starch, Chicken Fat, Pea Protein, Soybean Oil, Dried Beet Pulp, Hydrolyzed Chicken Flavor, Corn Protein Meal, Lactic Acid, Potassium Chloride, Fish Flavor, Choline Chloride, Flaxseed, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Calcium Pantothenate, Biotin, Riboflavin Supplement, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D3 Supplement), Iodized Salt, Taurine, Mixed Tocopherols for freshness, Oat Fiber, Natural Flavors, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), Beta-Carotene, Apples, Broccoli, Carrots, Cranberries, Green Peas."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , "HELPFUL TIPSAdjust feeding amounts as necessary to maintain optimal weight. If you are unsure, ask your veterinarian.New to this food? Mix increasing amounts of your pet's new food with decreasing amounts of the old food over a 7-day period.Keep fresh water available at all times!Your pets nutritional needs may change as they age. Ask your vet at every checkup.To prevent suffocation, keep the packaging out of the reach of pets and children."                                                                                                                                                                                                                                                                                                                                                                          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , 3774 kcal/kg 385 kcal/cup†                                                                                                                                                , 27.9 % , 17.8 %, 46 %              , 2.1 %      , 0.91 % , 0.66 %    , 0.96 %   , 0.39 %, 0.163 %  , 149 ppm  , 1462 IU/kg, 0.9 %           , 4.39 %          ,      ,            ,           ,              ,        , 10.3 ppm ,        , 84 ppm     , 0 ppm              ,                    ,       ,        ,              ,                                           ,         ,           ,                      ,        ,        ,        ,          , 
https://www.hillspet.com/dog-food/sd-canine-adult-sensitive-stomach-and-skin-large-breed-dry                        , Adult Sensitive Stomach & Skin Large Breed                                               , Hill's Science Diet Sensitive Stomach & Skin Large Breed dry dog food is gentle on stomachs while nourishing skin & promoting a lustrous coat. In a delicious large bite size for large breed dogs.                                                                                                                                                                                                                                                     , N/A      , N/A   , N/A , "Adult dogs, including those with a sensitive stomach and skin"                                                                                                                   , "Chicken, Chicken Meal, Yellow Peas, Cracked Pearled Barley, Brown Rice, Brewers Rice, Whole Grain Sorghum, Egg Product, Chicken Fat, Soybean Oil, Dried Beet Pulp, Chicken Liver Flavor, Lactic Acid, Flaxseed, Pork Liver Flavor, Potassium Chloride, IodizedSalt, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D3 Supplement), Choline Chloride, Taurine, Mixed Tocopherols for freshness, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), Natural Flavors, Beta-Carotene."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , "HELPFUL TIPSAdjust feeding amounts as necessary to maintain optimal weight. If you are unsure, ask your veterinarian.New to this food? Mix increasing amounts of your pet's new food with decreasing amounts of the old food over a 7-day period.Keep fresh water available at all times!Your pets nutritional needs may change as they age. Ask your vet at every checkup.To prevent suffocation, keep the packaging out of the reach of pets and children."                                                                                                                                                                                                                                                                                                                                                                          , "Hill's Science Diet Sensitive Stomach & Skin Large Breed dry dog food is gentle on stomachs while nourishing skin & promoting a lustrous coat. In a delicious large bite size for large breed dogs. With beet pulp, a nourishing prebiotic fiber Highly digestible food that is gentle on the stomach Vitamin E & Omega-6 fatty acids for skin & coat nourishment"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , 3756 kcal/kg 394 kcal/cup†                                                                                                                                                , 25 %   , 16.8 %, 51 %              , 1.4 %      , 0.95 % , 0.78 %    , 0.87 %   , 0.35 %, 0.108 %  , 205 ppm  , 674 IU/kg ,                 ,                 ,      ,            ,           ,              ,        , 22.8 ppm ,        , 949 ppm    , 1499 ppm           ,                    ,       ,        ,              ,                                           ,         ,           ,                      ,        ,        ,        ,          , 
https://www.hillspet.com/dog-food/sd-canine-adult-savory-stew-chicken-vegetables-canned                             , Adult                                                                                    , A delicious complement to the nutrition of Science Diet dry dog food                                                                                                                                                                                                                                                                                                                                                                                    , N/A      , N/A   , N/A , Adult dogs 1 - 6 years of age.                                                                                                                                                    , "Water, Chicken, Pork Liver, Brown Rice, Carrots, Modified Rice Starch, Wheat Flour, Potato Starch, Dried Beet Pulp, Dextrose, Egg Whites, Potatoes, Chicken Fat, Green Peas, Spinach, Pork Plasma, Hydrolyzed Chicken Flavor, Soybean Oil, Potassium Chloride, Tricalcium Phosphate, Calcium Carbonate, Guar Gum, minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Cobalt Proteinate, Potassium Iodide), vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Ascorbic Acid (source of Vitamin C), Thiamine Mononitrate, Niacin Supplement, Calcium Pantothenate, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Biotin, Vitamin D3 Supplement, Riboflavin Supplement, Folic Acid), Choline Chloride, Sodium Pyrophosphate, Disodium Phosphate, Sodium Hexametaphosphate, L-Lysine, Magnesium Oxide, Taurine, Caramel color, Beta-Carotene."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , "HELPFUL TIPSAdjust feeding amounts as necessary to maintain optimal weight. If you are unsure, ask your veterinarian.New to this food? Mix increasing amounts of your pet's new food with decreasing amounts of the old food over a 7-day period.Keep fresh water available at all times!Your pets nutritional needs may change as they age. Ask your vet at every checkup.To prevent suffocation, keep the packaging out of the reach of pets and children."                                                                                                                                                                                                                                                                                                                                                                          , "Hill's Science Diet Adult Savory Stew with Chicken & Vegetables is a delicious way to provide precisely balanced nutrition that enhances the overall health and well-being of your pet. Made with real chicken, brown rice, and a medley of delectable vegetables including peas and carrots, all smothered in a delicious gravy. High-quality protein for lean muscles Made with purposeful ingredients for a flavorful, nutritious meal Easy to digest Omega-6 fatty acids & Vitamin E for beautiful skin & coat Pair this mouth watering stew with Hill's Science Diet Dry food to indulge your dog in tail wagging delight. Controlled levels of sodium and Phosphorus help maintain kidney and heart health"                                                                                                                                         ,                                                                                                                                                                           , 28.1 % , 19 %  , 44.3 %            , 1.4 %      , 0.98 % , 0.7 %     , 1.22 %   , 0.43 %, 0.09 %   , 287 ppm  , 1095 IU/kg, 0.29 %          , 2.72 %          , 7.1 %, 52601 IU/kg, 1630 IU/kg, 3.9 ppm      ,        ,          ,        ,            ,                    ,                    ,       ,        ,              ,                                           ,         ,           ,                      ,        ,        ,        ,          , 
https://www.hillspet.com/dog-food/sd-canine-adult-perfect-digestion-chicken-vegetable-rice-stew-canned              , "Adult Perfect Digestion Chicken, Vegetable & Rice Stew Dog Food"                        , Science Diet's breakthrough nutrition supports ultimate digestive well-being & healthy microbiome                                                                                                                                                                                                                                                                                                                                                       , N/A      , N/A   , N/A , Adult dogs 1 - 6 years to help keep their digestion in balance                                                                                                                    , "Chicken Broth, Chicken, Pork Liver, Carrots, Rice, Rice Starch, Green Peas, Chicken Liver Flavor, Potassium Alginate, Ground Pecan Shells, Chicken Fat, Calcium Chloride, Flaxseed, Dried Beet Pulp, Dried Citrus Pulp, Guar Gum, Fish Oil, Dicalcium Phosphate, Oat Fiber, Pumpkin, Calcium Lactate, Calcium Gluconate, Sodium Tripolyphosphate, Choline Chloride, Pressed Cranberries, vitamins (Vitamin E Supplement, Thiamine Mononitrate, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Calcium Pantothenate, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Biotin, Riboflavin Supplement, Vitamin D3 Supplement, Folic Acid), Magnesium Oxide, Taurine, minerals (Zinc Oxide, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate)."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , "HELPFUL TIPSCover and refrigerate unused portion.Adjust feeding amounts as necessary to maintain optimal weight. If you are unsure, ask your veterinarian.New to this food? Mix increasing amounts of your pet's new food with decreasing amounts of the old food over a 7-day period.Keep fresh water available at all times!Your pet's nutritional needs may change as they age. Ask your vet at every checkup.To prevent suffocation, keep the packaging out of the reach of pets and children.Science Diet is available in a wide variety of dry and canned foods for your pet’s unique needs."                                                                                                                                                                                                                                    , "Prebiotics are nutrients that feed the billions of microbes in the gut microbiome that are essential for good health. Our breakthrough blend of prebiotics, ActivBiome+, supports each pet’s unique microbiome for healthy digestion & overall well-being Contains ActivBiome+, an exclusive blend of prebiotics, with added pumpkin Delicious shredded chunks in a savory stew provides balanced nutrition for overall wellness to help your pet feel their best Helps your pet's body absorb & use vital nutrients High-quality protein to help maintain lean muscles Balanced nutrition and minerals for vital organ health Perfect taste and texture for picky eaters"                                                                                                                                                                                , 278 kcal / 12.8 oz (363 g) can                                                                                                                                            , 25.7 % , 16.7 %, 49.1 %            , 2.4 %      , 0.94 % , 0.65 %    , 0.88 %   , 0.39 %, 0.15 %   , 125 ppm  , 668 IU/kg , 0.53 %          , 2.33 %          ,      ,            ,           ,              ,        ,          ,        ,            ,                    ,                    ,       ,        ,              ,                                           ,         ,           ,                      ,        ,        ,        ,          , 
https://www.hillspet.com/dog-food/sd-canine-adult-oral-care-small-mini-dry                                          , "Adult Oral Care Small & Mini Chicken, Rice & Barley Recipe Dog Food"                    , "Clinically proven kibble technology to reduce plaque & tartar build-up, specially designed for small & mini dogs"                                                                                                                                                                                                                                                                                                                                      , N/A      , N/A   , N/A , Adult dogs to help provide protection from plaque and tartar buildup                                                                                                              , "Chicken, Whole Grain Wheat, Powdered Cellulose, Brown Rice, Whole Grain Corn, Corn Gluten Meal, Chicken Fat, Cracked Pearled Barley, Chicken Meal, Whole Grain Sorghum, Wheat Gluten, Chicken Liver Flavor, Soybean Mill Run, Pork Liver Flavor, Soybean Oil, Lactic Acid, Fish Oil, Potassium Chloride, Dicalcium Phosphate, Calcium Carbonate, Iodized Salt, Choline Chloride, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D3 Supplement), minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), Taurine, Oat Fiber, Mixed Tocopherols for freshness, Natural Flavors, Beta-Carotene, Apples, Broccoli, Carrots, Cranberries, Green Peas."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , "HELPFUL TIPSAdjust feeding amounts as necessary to maintain optimal weight. If you are unsure, ask your veterinarian.New to this food? Mix increasing amounts of your pet's new food with decreasing amounts of the old food over a 7-day period.Keep fresh water available at all times!Your pets nutritional needs may change as they age. Ask your vet at every checkup.To prevent suffocation, keep the packaging out of the reach of pets and children."                                                                                                                                                                                                                                                                                                                                                                          , "Hill's Science Diet Oral Care Small & Mini dry dog food provides precisely balanced nutrition to improve dental health, in a kibble specially designed for small & mini dogs"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , 3422 kcal/kg 272 kcal/cup†                                                                                                                                                , 24.8 % , 15.9 %, 43.4 %            , 9.9 %      , 0.95 % , 0.7 %     , 0.9 %    , 0.3 % , 0.096 %  , 200 ppm  , 599 IU/kg , 0.61 %          , 3.75 %          ,      ,            ,           ,              ,        , 15.1 ppm ,        , 532 ppm    , 925 ppm            ,                    ,       ,        ,              ,                                           ,         ,           ,                      ,        ,        ,        ,          , 
https://www.hillspet.com/dog-food/sd-canine-adult-light-small-bites-dry                                             , Adult Light Small Bites with Chicken Meal & Barley Dog Food                              , 18% lower calories vs. Science Diet Adult                                                                                                                                                                                                                                                                                                                                                                                                               , N/A      , N/A   , N/A , "Adult dogs 1-6 years of age that require fewer calories (i.e. dogs that are less active, neutered or otherwise prone to weight gain)."                                           , "Chicken Meal, Cracked Pearled Barley, Pea Fiber, Whole Grain Wheat, Whole Grain Corn, Corn Gluten Meal, Whole Grain Sorghum, Powdered Cellulose, Chicken Liver Flavor, Soybean Oil, Dried Beet Pulp, Flaxseed, Lactic Acid, Pork Flavor, Potassium Chloride, L-Lysine, Iodized Salt, Choline Chloride, Calcium Carbonate, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D3 Supplement), minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), Taurine, Oat Fiber, Mixed Tocopherols for freshness, L-Carnitine, Natural Flavors, Beta-Carotene, Apples, Broccoli, Carrots, Cranberries, Green Peas."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , "HELPFUL TIPSAdjust feeding amounts as necessary to maintain optimal weight. If you are unsure, ask your veterinarian.New to this food? Mix increasing amounts of your pet's new food with decreasing amounts of the old food over a 7-day period.Keep fresh water available at all times!Your pets nutritional needs may change as they age. Ask your vet at every checkup.To prevent suffocation, keep the packaging out of the reach of pets and children."                                                                                                                                                                                                                                                                                                                                                                          , "Hill's Science Diet Light Small Bites Adult dry dog food is precise nutrition for less active adult dogs requiring a low calorie food to maintain a healthy weight & lifestyle. Delicious chicken flavor in a small bite size for those that prefer variety. Low calories & L-Carnitine help promote ideal body weight, support healthy mobility & maintain heart function High-quality protein & natural fibers help satisfy hunger between meals Omega-6s & Vitamin E for beautiful skin & coat"                                                                                                                                                                                                                                                                                                                                                        , 2987 kcal/kg 271 kcal/cup†                                                                                                                                                , 25.3 % , 8.4 % , 48.1 %            , 12.4 %     , 0.94 % , 0.69 %    , 0.8 %    , 0.29 %, 0.135 %  , 124 ppm  , 675 IU/kg , 0.63 %          , 3.12 %          ,      ,            ,           ,              ,        , 330.4 ppm,        ,            ,                    ,                    ,       ,        ,              ,                                           ,         ,           ,                      ,        ,        ,        ,          , 
https://www.hillspet.com/dog-food/sd-canine-adult-light-small-breed-dry                                             , Adult Light Small & Mini with Chicken Meal & Barley Dog Food                             , Tailored nutrition for less active adult Small & Mini dogs requiring a low calorie food to help maintain a healthy weight & lifestyle. Specially made with nibble size kibble.                                                                                                                                                                                                                                                                          , N/A      , N/A   , N/A , "Adult dogs 1 - 6 years of age that weigh up to 25 pounds when full grown and require fewer calories (i.e. dogs that are less active, neutered or otherwise prone to weight gain)", "Chicken Meal, Cracked Pearled Barley, Pea Fiber, Brown Rice, Whole Grain Corn, Corn Gluten Meal, Powdered Cellulose, Whole Grain Oats, Soybean Meal, Whole Grain Sorghum, Brewers Rice, Chicken Liver Flavor, Soybean Oil, Pea Protein, Dried Beet Pulp, Flaxseed, Lactic Acid, Pork Liver Flavor, Potassium Chloride, Calcium Carbonate, Iodized Salt, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D3 Supplement), Choline Chloride, L-Lysine, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), Taurine, Mixed Tocopherols for freshness, Natural Flavors, L-Carnitine, Beta-Carotene."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , "HELPFUL TIPSAdjust feeding amounts as necessary to maintain optimal weight. If you are unsure, ask your veterinarian.New to this food? Mix increasing amounts of your pet's new food with decreasing amounts of the old food over a 7-day period.Keep fresh water available at all times!Your pets nutritional needs may change as they age. Ask your vet at every checkup.To prevent suffocation, keep the packaging out of the reach of pets and children."                                                                                                                                                                                                                                                                                                                                                                          , "Big on Love, Small in Size. Hill's Science Diet Small & Mini Light Adult dog food is tailored nutrition for less active adult Small & Mini dogs requiring a low calorie food to help maintain a healthy weight & lifestyle. Specially made with nibble size kibble. Low calories & L-Carnitine help promote ideal body weight, support healthy mobility & maintain heart function High-quality protein & natural fibers help satisfy hunger between meals Nourishing Omega-6 & Vitamin E blend for healthy skin & luxurious coat Contains our special Small & Mini antioxidant blend for lifelong immune support"                                                                                                                                                                                                                                         , 2972 kcal/kg 261 kcal/cup†                                                                                                                                                , 25 %   , 8.3 % , 48.1 %            , 12.3 %     , 1.07 % , 0.69 %    , 0.9 %    , 0.28 %, 0.146 %  , 145 ppm  , 1047 IU/kg, 0.64 %          , 3.14 %          ,      ,            ,           ,              ,        ,          ,        ,            ,                    ,                    ,       ,        ,              ,                                           ,         ,           ,                      ,        ,        ,        ,          , 
https://www.hillspet.com/dog-food/sd-canine-adult-no-corn-wheat-soy-dry                                             , "Adult No Corn, Wheat, Soy Chicken & Brown Rice Recipe dog food"                         , "Supports healthy immune system, digestion, lean muscle & beautiful coat"                                                                                                                                                                                                                                                                                                                                                                               , N/A      , N/A   , N/A , Adult dogs 1 - 6 years of age                                                                                                                                                     , "Chicken, Brown Rice, Brewers Rice, Cracked Pearled Barley, Chicken Meal, Whole Grain Oats, Chicken Fat, Pea Protein, Flaxseed, Dried Beet Pulp, Chicken Liver Flavor, Lactic Acid, Potassium Chloride, Iodized Salt, Choline Chloride, Green Peas, DL-Methionine, Apples, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Calcium Pantothenate, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, Folic Acid, Vitamin D3 Supplement), Cranberries, Calcium Carbonate, Carrots, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), Taurine, Broccoli, Mixed Tocopherols for freshness, Natural Flavors, Beta-Carotene."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , "HELPFUL TIPSAdjust feeding amounts as necessary to maintain optimal weight. If you are unsure, ask your veterinarian.New to this food? Mix increasing amounts of your pet's new food with decreasing amounts of the old food over a 7-day period.Keep fresh water available at all times!Your pets nutritional needs may change as they age. Ask your vet at every checkup.To prevent suffocation, keep the packaging out of the reach of pets and children."                                                                                                                                                                                                                                                                                                                                                                          , "Hill's Science Diet Adult No Corn, Wheat, Soy dry dog food is specially formulated to fuel the energy needs of dogs during the prime of their life. Made with high quality, easy-to-digest ingredients. Balanced nutrition for holistic health including added taurine Omega-6s & Vitamin E for beautiful skin & coat High-quality protein for lean muscles Natural fibers for healthy digestion"                                                                                                                                                                                                                                                                                                                                                                                                                                                         , 3713 kcal/kg 389 kcal/cup†                                                                                                                                                , 23.6 % , 16.4 %, 52 %              , 1.7 %      , 0.96 % , 0.77 %    , 0.88 %   , 0.38 %, 0.116 %  , 182 ppm  , 705 IU/kg , 0.95 %          , 3.56 %          ,      ,            ,           ,              ,        ,          ,        ,            ,                    ,                    ,       ,        ,              ,                                           ,         ,           ,                      ,        ,        ,        ,          , 
https://www.hillspet.com/dog-food/sd-canine-adult-7-plus-healthy-cuisine-roasted-chicken-carrots-spinach-stew-canned, "Adult 7+ Healthy Cuisine Roasted Chicken, Carrots & Spinach Stew Dog Food"              , Delicious roasted chicken paired with tender vegetables in a succulent stew                                                                                                                                                                                                                                                                                                                                                                             , N/A      , N/A   , N/A , Adult dogs 7+ years of age.                                                                                                                                                       , "Chicken Broth, Chicken, Carrots, Pork Liver, Rice, Green Peas, Rice Starch, Spinach, Chicken Liver Flavor, Dried Beet Pulp, Powdered Cellulose, Chicken Fat, Potassium Alginate, Soybean Oil, Calcium Chloride, Wheat Gluten, Guar Gum, Dicalcium Phosphate, Monosodium Phosphate, Calcium Lactate, Calcium Gluconate, Choline Chloride, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Thiamine Mononitrate, Niacin Supplement, Calcium Pantothenate, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Biotin, Riboflavin Supplement, Vitamin D3 Supplement, Folic Acid), Flaxseed, Sodium Tripolyphosphate, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganese Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite)."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          , "HELPFUL TIPSAdjust feeding amounts as necessary to maintain optimal weight. If you are unsure, ask your veterinarian.New to this food? Mix increasing amounts of your pet's new food with decreasing amounts of the old food over a 7-day period.Keep fresh water available at all times!Your pets nutritional needs may change as they age. Ask your vet at every checkup.To prevent suffocation, keep the packaging out of the reach of pets and children."                                                                                                                                                                                                                                                                                                                                                                          , "Hill's Science Diet Adult 7+ Healthy Cuisine Roasted Chicken, Carrots & Spinach Stew combines the delicious flavors of roasted chicken and tender vegetables in a succulent stew --- canned dog food with the perfect balance of taste and nutrition for your dog.Adult 7+ food made with high quality ingredients to ensure optimal nutrient absorption to keep your dog fit and healthy. High-quality protein for lean muscles Made with purposeful ingredients for a flavorful, nutritious meal Easy to digest Formulated with Key nutrients to support your pet’s stage of life Balanced minerals for heart & kidney health Designed for the nutritional needs of Adult 7+ pets"                                                                                                                                                                      , 253 kcal / 12.5 oz (354 g) can                                                                                                                                            , 22.8 % , 14.9 %, 51.3 %            , 4.5 %      , 0.95 % , 0.64 %    , 0.9 %    , 0.39 %, 0.066 %  , 143 ppm  , 703 IU/kg , 0.38 %          , 3.07 %          ,      ,            ,           ,              , 0.01 % ,          ,        ,            ,                    ,                    ,       ,        ,              ,                                           ,         ,           ,                      ,        ,        ,        ,          , 
https://www.hillspet.com/dog-food/sd-canine-adult-7-plus-healthy-cuisine-braised-beef-carrots-peas-stew-canned      , "Adult 7+ Healthy Cuisine Hearty Beef, Carrots & Peas Stew Dog Food"                     , Delicious braised beef paired with tender vegetables in a succulent stew                                                                                                                                                                                                                                                                                                                                                                                , N/A      , N/A   , N/A , Adult dogs 7+ years of age.                                                                                                                                                       , "Beef Broth, Red Bell Pepper, Beef, Carrots, Pork Liver, Rice, Green Peas, Rice Starch, Chicken, Chicken Liver Flavor, Powdered Cellulose, Whole Grain Barley, Soybean Oil, Dried Beet Pulp, Flaxseed, Potassium Alginate, Calcium Chloride, Wheat Gluten, Dicalcium Phosphate, Guar Gum, Calcium Lactate, Calcium Gluconate, Monosodium Phosphate, Choline Chloride, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Thiamine Mononitrate, Niacin Supplement, Calcium Pantothenate, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Biotin, Riboflavin Supplement, Vitamin D3 Supplement, Folic Acid), Sodium Tripolyphosphate, minerals (Zinc Oxide, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate)."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          , "HELPFUL TIPSAdjust feeding amounts as necessary to maintain optimal weight. If you are unsure, ask your veterinarian.New to this food? Mix increasing amounts of your pet's new food with decreasing amounts of the old food over a 7-day period.Keep fresh water available at all times!Your pets nutritional needs may change as they age. Ask your vet at every checkup.To prevent suffocation, keep the packaging out of the reach of pets and children."                                                                                                                                                                                                                                                                                                                                                                          , "Hill's Science Diet Adult 7+ Healthy Cuisine Braised Beef, Carrots & Peas Stew combines the delicious flavors of braised beef and tender vegetables in a succulent stew - canned dog food with the perfect balance of taste and nutrition for your dog. High-quality protein for lean muscles Made with purposeful ingredients for a flavorful, nutritious meal Easy to digest Clinically proven antioxidants, vitamin C+E, for a healthy immune system Balanced minerals for heart & kidney health Designed for the nutritional needs of Adult 7+ pets"                                                                                                                                                                                                                                                                                                  , 257 kcal (354 g) can                                                                                                                                                      , 22.8 % , 14.9 %, 51.5 %            , 4.8 %      , 1.07 % , 0.6 %     , 0.89 %   , 0.35 %, 0.067 %  , 429 ppm  , 753 IU/kg , 0.82 %          , 3.14 %          ,      ,            ,           ,              ,        ,          ,        ,            ,                    ,                    ,       ,        ,              ,                                           ,         ,           ,                      ,        ,        ,        ,          , 
